latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
42.355007,70.99706,3005.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),precipitation_sum (mm),wind_gusts_10m_max (km/h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
2019-05-03,0,-4.1,-7.9,0.00,46.1,7.8,205
2019-05-04,1,-1.8,-5.0,0.00,25.6,7.5,192
2019-05-05,0,0.3,-3.1,0.00,27.0,7.6,196
2019-05-06,3,-1.8,-4.9,0.00,30.6,9.7,194
2019-05-07,2,1.2,-1.8,0.00,24.8,7.7,200
2019-05-08,0,-0.3,-3.4,0.00,39.2,12.0,199
2019-05-09,0,1.6,-1.9,0.00,37.8,10.2,199
2019-05-10,0,1.3,-2.0,0.00,39.6,10.1,202
2019-05-11,73,1.6,-0.9,1.10,38.2,9.1,201
2019-05-12,73,0.8,-1.9,0.50,35.6,8.6,201
2019-05-13,3,-0.6,-3.5,0.00,34.2,10.1,202
2019-05-14,1,1.2,-1.4,0.00,34.6,8.2,207
2019-05-15,1,2.1,-0.6,0.00,32.4,7.8,202
2019-05-16,71,1.7,-0.9,1.40,26.6,7.4,203
2019-05-17,51,0.5,-2.3,0.40,31.0,7.5,181
2019-05-18,73,1.2,-1.5,1.40,52.2,7.8,194
2019-05-19,3,0.7,-2.3,0.00,43.2,9.7,201
2019-05-20,1,2.9,0.0,0.00,71.3,11.3,201
2019-05-21,71,2.7,-0.3,4.10,72.7,11.4,182
2019-05-22,71,1.0,-2.0,1.80,48.6,6.0,179
2019-05-23,3,1.3,-1.3,0.00,24.1,7.4,148
2019-05-24,75,0.5,-2.3,14.70,41.4,7.0,40
2019-05-25,3,-0.1,-2.7,0.00,41.0,5.5,196
2019-05-26,51,-0.9,-3.6,0.20,29.5,5.4,201
2019-05-27,51,-0.2,-2.8,0.10,31.7,7.5,160
2019-05-28,0,1.8,-1.0,0.00,40.0,9.8,191
2019-05-29,3,5.0,2.2,0.00,32.8,7.0,200
2019-05-30,51,4.7,2.1,0.10,35.6,7.4,214
2019-05-31,55,4.3,1.9,3.50,37.4,8.6,200
2019-06-01,51,3.9,1.5,1.10,34.9,7.8,188
2019-06-02,71,2.3,-0.1,7.20,28.1,6.0,167
2019-06-03,71,2.8,0.5,6.90,28.8,9.2,27
2019-06-04,53,3.5,1.3,5.00,31.0,9.8,4
2019-06-05,63,4.5,2.2,11.20,56.5,13.5,198
2019-06-06,71,3.9,0.7,3.50,68.4,13.3,184
2019-06-07,51,4.8,1.9,0.10,65.2,11.8,185
2019-06-08,75,2.2,-1.3,4.40,80.6,13.4,195
2019-06-09,71,2.7,-0.5,0.60,65.5,13.4,201
2019-06-10,75,-1.5,-4.5,9.60,37.8,7.4,223
2019-06-11,75,-2.4,-5.5,5.30,29.2,8.2,247
2019-06-12,51,1.1,-1.5,0.10,27.0,7.3,216
2019-06-13,51,3.5,0.9,0.20,33.8,7.6,133
2019-06-14,71,4.9,2.2,2.00,56.5,11.9,206
2019-06-15,53,3.8,0.7,2.30,68.4,9.9,190
2019-06-16,53,5.4,2.6,1.40,57.2,11.8,209
2019-06-17,51,5.4,3.0,0.90,40.7,9.2,245
2019-06-18,73,4.9,2.2,6.00,42.8,10.6,238
2019-06-19,75,4.5,1.8,8.10,49.7,11.8,268
2019-06-20,53,5.7,3.2,1.50,33.1,9.4,306
2019-06-21,53,7.5,5.2,1.80,35.6,7.6,261
2019-06-22,53,5.9,3.0,1.80,46.4,10.9,320
2019-06-23,51,6.2,3.3,1.00,40.3,12.1,41
2019-06-24,51,7.4,4.8,0.50,36.4,11.0,49
2019-06-25,53,7.9,5.2,1.60,34.9,10.3,45
2019-06-26,51,8.7,5.9,0.30,35.3,10.7,25
2019-06-27,73,7.6,5.4,6.00,33.1,9.2,216
2019-06-28,73,7.2,5.1,6.90,36.4,9.4,269
2019-06-29,55,8.9,6.7,1.90,37.1,11.7,58
2019-06-30,51,10.9,8.8,0.70,45.0,11.9,33
2019-07-01,51,10.4,8.4,1.10,38.5,10.2,126
2019-07-02,61,11.5,10.2,4.10,56.9,9.5,158
2019-07-03,63,5.5,3.3,12.90,45.4,9.4,25
2019-07-04,3,7.8,5.6,0.00,38.9,12.3,45
2019-07-05,51,8.3,6.4,0.80,41.0,12.0,76
2019-07-06,63,8.7,6.9,7.90,36.4,9.0,281
2019-07-07,51,9.5,7.4,0.80,33.8,10.0,129
2019-07-08,61,9.7,7.7,5.30,40.0,11.3,225
2019-07-09,63,9.2,7.6,11.00,43.6,11.1,339
2019-07-10,3,9.8,7.8,0.00,39.2,12.2,77
2019-07-11,3,12.0,10.6,0.00,31.7,10.2,38
2019-07-12,53,12.2,10.7,1.40,34.6,8.6,204
2019-07-13,55,11.6,9.7,1.40,42.5,11.6,233
2019-07-14,53,11.2,9.3,1.60,34.6,9.4,342
2019-07-15,0,11.0,9.2,0.00,33.8,10.3,62
2019-07-16,51,11.9,10.3,0.20,38.9,10.3,47
2019-07-17,51,11.7,9.8,0.40,38.2,11.0,74
2019-07-18,53,12.4,10.4,1.00,31.3,8.2,57
2019-07-19,1,13.8,11.4,0.00,33.5,10.7,25
2019-07-20,51,12.5,10.7,0.50,34.9,10.4,346
2019-07-21,61,11.7,9.2,4.70,47.5,12.4,274
2019-07-22,3,12.3,10.1,0.00,45.0,14.0,334
2019-07-23,51,13.1,11.6,0.40,39.6,9.4,20
2019-07-24,0,11.3,9.8,0.00,36.0,11.2,358
2019-07-25,2,9.6,7.2,0.00,40.3,12.4,58
2019-07-26,0,10.2,8.3,0.00,38.2,12.2,20
2019-07-27,2,10.3,8.1,0.00,40.3,13.0,63
2019-07-28,51,12.5,10.3,0.10,40.3,12.0,284
2019-07-29,63,13.0,11.1,7.30,54.0,9.5,226
2019-07-30,53,12.8,11.1,1.70,49.7,9.4,262
2019-07-31,63,11.7,9.7,5.00,40.3,9.3,241
2019-08-01,55,12.4,10.4,1.90,43.2,7.6,209
2019-08-02,55,11.1,8.7,3.30,43.2,10.5,229
2019-08-03,63,10.9,9.0,11.80,55.1,11.2,213
2019-08-04,63,10.2,8.3,6.60,49.7,10.1,220
2019-08-05,51,11.7,10.0,1.00,38.9,10.8,76
2019-08-06,51,12.8,10.7,0.70,32.4,10.3,45
2019-08-07,1,12.9,10.8,0.00,41.0,12.9,58
2019-08-08,51,12.7,10.5,0.40,33.8,10.6,66
2019-08-09,1,9.0,6.7,0.00,34.2,10.6,46
2019-08-10,1,10.0,7.5,0.00,41.4,12.7,89
2019-08-11,2,12.8,10.4,0.00,43.6,10.3,154
2019-08-12,2,13.2,10.5,0.00,47.5,7.6,172
2019-08-13,51,10.1,8.3,0.40,42.8,8.1,25
2019-08-14,71,5.1,2.2,13.50,68.4,8.7,190
2019-08-15,3,4.9,1.6,0.00,68.4,14.3,206
2019-08-16,75,2.9,0.5,20.40,42.1,10.1,345
2019-08-17,73,2.1,-0.5,5.00,40.7,9.7,27
2019-08-18,71,3.3,0.5,2.30,35.6,9.8,35
2019-08-19,51,3.7,0.7,0.30,43.2,13.3,46
2019-08-20,3,5.9,3.2,0.00,43.9,13.7,58
2019-08-21,51,7.7,5.2,0.10,38.2,10.2,19
2019-08-22,61,7.6,5.1,5.00,47.5,12.7,235
2019-08-23,73,5.4,2.7,6.00,47.2,8.4,217
2019-08-24,53,5.1,2.7,3.20,37.1,10.5,109
2019-08-25,2,8.0,5.6,0.00,36.0,11.7,99
2019-08-26,2,9.4,7.0,0.00,38.5,12.3,270
2019-08-27,51,8.1,5.3,0.20,42.1,12.6,52
2019-08-28,2,9.4,6.6,0.00,64.1,13.4,203
2019-08-29,3,8.1,4.8,0.00,74.5,13.3,195
2019-08-30,0,6.4,3.1,0.00,60.8,10.8,209
2019-08-31,3,6.5,3.5,0.00,53.3,8.6,213
2019-09-01,73,3.5,0.1,2.30,59.8,13.0,205
2019-09-02,1,4.8,2.0,0.00,48.2,10.7,213
2019-09-03,71,5.4,2.7,1.00,65.2,7.6,205
2019-09-04,73,3.2,0.0,1.90,68.8,9.7,200
2019-09-05,73,2.9,0.1,0.60,49.3,6.6,168
2019-09-06,73,0.3,-3.4,2.00,53.6,10.8,214
2019-09-07,3,2.7,-0.8,0.00,52.2,10.0,224
2019-09-08,73,2.5,-0.3,2.90,56.2,7.6,258
2019-09-09,75,-2.8,-5.9,15.10,42.1,10.3,185
2019-09-10,3,-6.1,-9.7,0.00,38.2,7.9,200
2019-09-11,2,-4.3,-7.6,0.00,29.2,6.9,194
2019-09-12,0,-2.6,-6.1,0.00,36.4,9.0,202
2019-09-13,71,2.1,-1.2,0.10,38.9,9.1,215
2019-09-14,71,3.9,1.2,2.10,46.8,7.8,216
2019-09-15,73,-0.1,-3.4,2.50,55.8,11.0,191
2019-09-16,75,-1.4,-4.6,4.30,48.6,8.6,206
2019-09-17,0,1.8,-1.6,0.00,32.4,9.6,198
2019-09-18,1,6.2,2.8,0.00,59.4,14.6,206
2019-09-19,3,6.0,2.9,0.00,59.4,13.4,214
2019-09-20,51,6.4,3.7,0.40,34.9,9.0,208
2019-09-21,1,7.7,4.5,0.00,51.1,12.6,213
2019-09-22,51,9.3,5.8,0.20,72.4,13.3,200
2019-09-23,53,6.3,3.0,1.40,79.9,13.4,208
2019-09-24,53,7.1,3.9,1.60,83.9,12.9,208
2019-09-25,3,7.5,4.5,0.00,67.3,11.8,204
2019-09-26,1,7.1,3.5,0.00,68.0,13.5,211
2019-09-27,51,7.6,3.9,0.50,72.0,13.0,207
2019-09-28,51,5.0,1.1,0.20,100.4,15.5,208
2019-09-29,75,3.9,0.7,13.20,92.9,14.6,207
2019-09-30,71,-1.4,-5.4,0.10,58.7,12.4,208
2019-10-01,75,-5.4,-9.2,6.00,38.9,10.6,205
2019-10-02,71,-6.5,-10.3,0.50,36.7,8.6,210
2019-10-03,3,-2.2,-5.5,0.00,34.6,7.9,202
2019-10-04,73,-1.7,-4.9,1.50,34.9,7.1,187
2019-10-05,71,0.1,-3.0,0.40,40.0,7.2,202
2019-10-06,73,1.0,-1.9,1.80,33.8,6.4,207
2019-10-07,51,1.9,-1.6,0.10,50.8,9.5,209
2019-10-08,73,-2.3,-6.0,2.10,58.3,11.6,211
2019-10-09,2,-2.2,-5.8,0.00,35.3,9.0,219
2019-10-10,3,1.2,-2.9,0.00,69.1,12.9,202
2019-10-11,3,-1.0,-5.0,0.00,63.0,10.9,198
2019-10-12,2,1.0,-2.7,0.00,33.8,6.8,214
2019-10-13,3,2.6,-0.8,0.00,44.3,8.7,201
2019-10-14,75,-1.7,-6.2,2.60,84.2,15.0,190
2019-10-15,2,-0.8,-5.2,0.00,57.6,12.1,210
2019-10-16,2,0.7,-3.6,0.00,54.7,13.0,207
2019-10-17,71,-0.9,-4.7,0.30,50.0,10.5,204
2019-10-18,1,-1.2,-4.7,0.00,26.6,5.6,220
2019-10-19,3,0.0,-3.9,0.00,43.6,9.8,204
2019-10-20,3,-1.1,-5.2,0.00,46.8,9.8,205
2019-10-21,2,-4.0,-8.1,0.00,42.5,9.1,223
2019-10-22,73,-5.0,-9.1,0.50,40.3,10.5,215
2019-10-23,1,-4.3,-8.5,0.00,42.5,10.0,206
2019-10-24,2,-3.8,-7.8,0.00,38.9,8.5,210
2019-10-25,0,-3.4,-7.3,0.00,33.5,7.1,219
2019-10-26,0,-2.3,-6.3,0.00,35.3,8.4,207
2019-10-27,73,-0.5,-3.9,2.00,40.3,5.9,198
2019-10-28,0,-3.6,-7.7,0.00,35.6,8.7,209
2019-10-29,3,-0.1,-4.3,0.00,48.2,11.6,206
2019-10-30,73,0.7,-2.7,1.60,61.2,10.1,193
2019-10-31,3,-1.4,-5.2,0.00,59.0,10.8,204
2019-11-01,73,-0.5,-3.2,6.00,30.6,3.9,202
2019-11-02,73,-4.9,-8.6,1.80,42.1,11.8,198
2019-11-03,73,-2.1,-6.2,1.70,67.0,11.9,189
2019-11-04,73,-10.1,-15.4,2.30,81.7,15.8,199
2019-11-05,0,-14.2,-19.6,0.00,73.4,14.8,202
2019-11-06,2,-8.6,-12.7,0.00,23.8,5.2,218
2019-11-07,0,-5.3,-9.1,0.00,24.8,4.9,172
2019-11-08,0,-6.8,-11.0,0.00,25.2,5.8,196
2019-11-09,2,-8.2,-12.9,0.00,49.3,11.8,199
2019-11-10,2,-10.5,-15.5,0.00,72.0,14.0,200
2019-11-11,0,-8.1,-12.8,0.00,25.9,6.4,183
2019-11-12,0,-5.7,-10.3,0.00,33.1,7.6,195
2019-11-13,1,-7.8,-12.7,0.00,58.0,13.0,198
2019-11-14,71,-5.7,-10.4,0.10,63.4,12.9,194
2019-11-15,3,-9.6,-13.9,0.00,43.6,10.4,200
2019-11-16,3,-9.9,-14.2,0.00,31.0,6.3,206
2019-11-17,3,-9.4,-13.7,0.00,49.3,10.7,200
2019-11-18,1,-11.6,-17.0,0.00,67.7,19.0,200
2019-11-19,73,-9.5,-14.7,2.20,73.4,15.7,192
2019-11-20,73,-7.0,-11.2,9.70,58.7,8.1,194
2019-11-21,71,-7.8,-11.9,0.60,41.4,10.6,201
2019-11-22,73,-7.5,-11.2,1.60,32.4,4.3,183
2019-11-23,71,-9.8,-13.7,1.90,36.0,4.2,207
2019-11-24,73,-13.5,-17.6,3.00,54.0,7.6,208
2019-11-25,1,-16.6,-21.8,0.00,55.1,9.2,201
2019-11-26,1,-19.3,-24.6,0.00,51.1,10.0,202
2019-11-27,3,-21.5,-26.9,0.00,43.2,9.8,203
2019-11-28,1,-21.4,-26.8,0.00,38.5,10.0,202
2019-11-29,0,-16.1,-21.4,0.00,28.4,9.8,197
2019-11-30,0,-18.6,-24.2,0.00,43.9,13.4,202
2019-12-01,73,-9.9,-14.7,3.90,62.3,12.6,203
2019-12-02,73,-12.5,-17.7,1.70,66.2,14.4,198
2019-12-03,3,-10.1,-15.5,0.00,49.3,13.2,202
2019-12-04,3,-9.9,-15.0,0.00,45.7,11.2,203
2019-12-05,73,-5.9,-10.1,6.80,73.8,11.2,202
2019-12-06,73,-10.2,-14.8,1.60,44.6,12.6,200
2019-12-07,3,-15.1,-20.3,0.00,38.9,12.4,203
2019-12-08,3,-13.9,-19.4,0.00,40.7,12.6,200
2019-12-09,73,-8.6,-13.3,1.10,40.3,12.0,199
2019-12-10,71,-8.0,-11.9,0.40,33.8,8.0,206
2019-12-11,3,-11.0,-15.4,0.00,40.0,12.3,204
2019-12-12,71,-10.7,-15.0,1.70,51.1,8.0,196
2019-12-13,73,-11.7,-15.8,4.70,59.4,5.2,188
2019-12-14,71,-16.4,-21.3,0.20,56.5,9.1,202
2019-12-15,0,-17.1,-22.4,0.00,40.3,9.9,202
2019-12-16,0,-18.1,-23.6,0.00,42.8,11.8,201
2019-12-17,71,-17.7,-23.1,0.30,60.8,11.8,200
2019-12-18,73,-12.6,-17.6,2.50,88.6,13.5,195
2019-12-19,73,-12.0,-17.4,3.10,117.7,21.1,201
2019-12-20,75,-11.1,-15.9,12.20,96.8,14.0,197
2019-12-21,73,-16.1,-20.8,6.50,88.2,10.3,192
2019-12-22,71,-15.7,-20.5,0.40,77.8,7.6,213
2019-12-23,3,-15.3,-20.7,0.00,66.2,10.9,199
2019-12-24,0,-16.5,-22.1,0.00,33.1,11.4,201
2019-12-25,3,-16.1,-21.7,0.00,38.5,12.4,205
2019-12-26,3,-15.9,-21.7,0.00,55.4,12.9,202
2019-12-27,71,-7.3,-12.3,0.90,71.6,12.6,202
2019-12-28,75,-8.2,-12.6,13.40,77.8,8.4,203
2019-12-29,73,-8.8,-13.1,9.30,63.0,7.0,199
2019-12-30,73,-11.1,-15.4,1.90,49.3,7.6,203
2019-12-31,3,-16.9,-21.9,0.00,45.4,10.3,204
2020-01-01,3,-19.6,-25.2,0.00,47.5,13.2,203
2020-01-02,71,-14.3,-19.1,1.30,52.2,10.0,200
2020-01-03,71,-14.7,-19.4,0.50,41.0,8.0,200
2020-01-04,71,-15.3,-20.1,0.60,58.3,9.4,200
2020-01-05,3,-18.7,-24.0,0.00,47.2,11.2,201
2020-01-06,71,-14.1,-18.6,2.60,53.6,7.1,203
2020-01-07,71,-15.7,-20.1,1.50,49.7,5.2,209
2020-01-08,3,-17.8,-22.9,0.00,58.7,9.6,199
2020-01-09,3,-17.5,-22.9,0.00,53.6,10.9,198
2020-01-10,73,-11.5,-16.2,1.60,67.7,8.9,201
2020-01-11,73,-10.2,-14.4,3.80,53.3,6.0,215
2020-01-12,71,-9.9,-13.9,1.60,39.2,6.1,207
2020-01-13,71,-12.7,-16.9,0.70,33.8,5.2,211
2020-01-14,3,-16.2,-21.1,0.00,50.0,8.4,199
2020-01-15,71,-16.6,-21.2,0.70,57.2,8.1,199
2020-01-16,3,-21.2,-26.2,0.00,31.3,10.2,202
2020-01-17,0,-15.3,-20.5,0.00,24.5,9.2,202
2020-01-18,3,-14.4,-19.8,0.00,41.0,11.0,201
2020-01-19,71,-13.3,-18.1,1.00,60.1,9.8,201
2020-01-20,3,-15.9,-20.9,0.00,51.5,8.9,202
2020-01-21,71,-16.6,-21.5,0.20,47.9,9.2,202
2020-01-22,71,-17.4,-22.5,0.10,72.0,11.0,200
2020-01-23,71,-15.2,-20.6,0.40,70.2,11.0,201
2020-01-24,73,-11.0,-15.5,5.30,65.2,9.9,196
2020-01-25,73,-12.2,-16.5,6.40,64.1,6.8,194
2020-01-26,71,-14.8,-19.8,0.10,71.3,10.0,195
2020-01-27,73,-16.2,-21.2,2.40,76.0,12.4,194
2020-01-28,2,-17.1,-22.6,0.00,79.2,13.8,199
2020-01-29,2,-14.1,-19.2,0.00,28.1,8.9,204
2020-01-30,2,-17.4,-22.8,0.00,34.9,11.6,201
2020-01-31,3,-16.4,-21.7,0.00,40.0,10.5,204
2020-02-01,3,-17.7,-23.1,0.00,52.9,11.3,202
2020-02-02,3,-14.7,-19.9,0.00,59.4,11.3,200
2020-02-03,71,-13.8,-18.6,0.90,49.7,13.0,197
2020-02-04,3,-16.5,-21.8,0.00,51.5,12.6,201
2020-02-05,3,-11.5,-16.4,0.00,58.0,10.0,198
2020-02-06,3,-16.0,-21.2,0.00,56.2,15.6,202
2020-02-07,3,-9.8,-15.1,0.00,60.8,12.3,201
2020-02-08,3,-6.4,-11.6,0.00,84.6,12.0,203
2020-02-09,75,-6.5,-11.4,10.70,112.7,20.6,191
2020-02-10,73,-8.5,-12.5,9.00,52.9,6.6,203
2020-02-11,71,-9.2,-13.5,0.40,64.4,11.8,199
2020-02-12,73,-8.4,-12.8,8.50,76.0,10.5,185
2020-02-13,3,-11.9,-16.4,0.00,60.5,6.6,205
2020-02-14,71,-12.6,-17.4,0.30,56.2,8.2,205
2020-02-15,73,-14.3,-19.2,3.60,95.4,13.7,193
2020-02-16,71,-15.7,-20.6,0.80,60.5,9.2,199
2020-02-17,73,-12.3,-16.6,4.10,57.2,5.8,203
2020-02-18,73,-17.4,-22.0,1.40,31.0,10.4,203
2020-02-19,3,-8.3,-13.4,0.00,35.3,11.4,197
2020-02-20,3,-8.3,-13.7,0.00,46.1,13.2,200
2020-02-21,73,-4.8,-9.5,1.70,70.6,11.5,198
2020-02-22,73,-8.8,-13.6,5.30,99.7,13.4,197
2020-02-23,73,-9.5,-14.0,1.00,65.2,10.6,199
2020-02-24,73,-9.1,-13.3,2.80,56.2,9.0,195
2020-02-25,3,-10.6,-15.3,0.00,67.7,12.1,201
2020-02-26,75,-5.1,-9.4,13.30,81.0,14.9,197
2020-02-27,73,-6.3,-10.5,1.00,33.8,6.8,196
2020-02-28,0,-5.3,-10.2,0.00,28.8,9.7,194
2020-02-29,0,-9.6,-14.7,0.00,41.4,11.2,200
2020-03-01,3,-11.9,-17.0,0.00,53.6,11.8,201
2020-03-02,3,-10.8,-15.6,0.00,53.3,12.6,200
2020-03-03,3,-10.2,-15.1,0.00,43.6,12.2,197
2020-03-04,71,-9.5,-14.1,0.20,35.3,9.6,196
2020-03-05,71,-11.3,-15.8,0.80,56.2,9.9,185
2020-03-06,73,-13.6,-17.6,0.60,42.5,6.8,187
2020-03-07,3,-12.7,-16.8,0.00,44.3,6.5,162
2020-03-08,1,-9.5,-13.9,0.00,46.4,9.4,194
2020-03-09,0,-10.9,-15.4,0.00,26.6,8.4,201
2020-03-10,3,-9.9,-14.1,0.00,20.2,6.9,203
2020-03-11,3,-10.8,-15.0,0.00,32.0,8.1,204
2020-03-12,71,-10.2,-14.4,0.10,71.6,12.2,199
2020-03-13,2,-10.0,-14.6,0.00,65.5,12.5,203
2020-03-14,3,-10.2,-14.8,0.00,49.0,12.7,204
2020-03-15,3,-4.7,-9.3,0.00,37.8,12.0,202
2020-03-16,3,-4.9,-9.4,0.00,37.4,9.7,203
2020-03-17,71,-4.3,-8.0,0.30,33.1,8.6,197
2020-03-18,71,-5.2,-8.8,0.10,33.5,9.6,201
2020-03-19,2,-5.3,-9.1,0.00,44.3,10.7,201
2020-03-20,71,-4.0,-8.0,0.10,45.0,9.2,198
2020-03-21,73,-5.8,-10.1,2.40,56.9,10.6,193
2020-03-22,3,-4.6,-8.5,0.00,48.2,7.3,195
2020-03-23,3,-3.1,-6.2,0.00,23.4,6.5,138
2020-03-24,3,-5.1,-8.5,0.00,26.6,6.4,153
2020-03-25,3,-6.1,-10.0,0.00,43.9,10.2,193
2020-03-26,3,-7.3,-11.2,0.00,47.2,9.2,199
2020-03-27,73,-4.9,-7.9,2.90,36.0,5.5,133
2020-03-28,73,-6.6,-10.5,3.10,28.4,7.4,197
2020-03-29,3,-7.2,-11.0,0.00,34.9,10.6,193
2020-03-30,3,-5.6,-9.6,0.00,47.5,12.4,199
2020-03-31,73,-1.3,-4.5,2.90,42.8,9.8,199
2020-04-01,71,-3.7,-7.2,0.20,43.2,5.6,189
2020-04-02,3,-6.0,-9.7,0.00,41.4,9.8,206
2020-04-03,71,-4.0,-7.6,0.10,48.2,9.4,201
2020-04-04,3,-2.0,-5.1,0.00,35.3,7.6,197
2020-04-05,73,-2.5,-5.6,2.60,31.7,7.4,205
2020-04-06,3,-1.6,-4.5,0.00,41.0,7.4,203
2020-04-07,73,-2.2,-5.3,1.60,51.8,5.8,183
2020-04-08,75,-6.7,-10.2,18.40,48.2,8.2,80
2020-04-09,73,-10.7,-14.9,2.20,37.4,6.3,200
2020-04-10,73,-4.1,-8.2,0.70,61.2,9.4,197
2020-04-11,75,-1.0,-4.3,5.10,67.0,8.9,200
2020-04-12,75,0.1,-2.8,15.50,72.7,6.5,194
2020-04-13,73,-1.6,-4.5,4.00,43.6,5.6,202
2020-04-14,3,-3.3,-6.3,0.00,37.4,4.2,194
2020-04-15,73,-4.0,-7.1,4.80,18.7,3.9,46
2020-04-16,71,-6.0,-9.7,0.30,45.7,11.4,202
2020-04-17,1,-5.2,-8.8,0.00,32.8,8.9,205
2020-04-18,2,-4.5,-7.8,0.00,34.2,9.3,208
2020-04-19,3,-4.1,-7.3,0.00,44.3,12.9,201
2020-04-20,1,-3.1,-6.3,0.00,39.6,10.0,205
2020-04-21,1,-2.8,-6.1,0.00,42.8,10.8,204
2020-04-22,3,-2.3,-5.7,0.00,43.2,11.1,205
2020-04-23,3,-0.5,-3.7,0.00,41.8,10.5,203
2020-04-24,3,1.2,-2.1,0.00,44.3,9.2,196
2020-04-25,51,-0.1,-3.4,0.10,47.2,11.8,199
2020-04-26,3,0.6,-2.3,0.00,48.6,11.0,203
2020-04-27,3,2.0,-1.2,0.00,52.2,11.5,200
2020-04-28,51,2.0,-0.7,0.60,60.5,8.6,185
2020-04-29,75,1.3,-1.2,6.80,53.6,4.7,192
2020-04-30,75,-1.3,-4.6,8.70,30.6,8.6,211
2020-05-01,73,1.7,-0.7,2.20,30.2,6.6,169
2020-05-02,73,0.7,-2.0,0.90,56.2,8.1,197
2020-05-03,3,-1.4,-4.6,0.00,46.4,8.9,195
2020-05-04,75,2.2,-0.1,3.10,24.5,5.9,176
2020-05-05,75,-0.0,-3.0,9.30,27.4,6.5,172
2020-05-06,73,-0.8,-3.9,1.90,50.8,12.5,201
2020-05-07,3,1.0,-1.9,0.00,47.5,11.6,200
2020-05-08,51,2.4,-0.6,1.20,58.3,11.5,188
2020-05-09,73,1.2,-1.7,1.00,52.6,9.8,187
2020-05-10,2,0.6,-2.8,0.00,46.4,9.7,196
2020-05-11,3,3.7,0.8,0.00,36.0,9.2,222
2020-05-12,3,5.0,2.5,0.00,40.0,8.7,207
2020-05-13,55,3.6,1.3,1.80,32.4,7.0,151
2020-05-14,75,-1.4,-4.7,20.50,32.4,11.2,207
2020-05-15,71,-0.6,-3.4,0.20,31.0,7.9,185
2020-05-16,75,-0.1,-3.0,12.20,43.9,10.1,189
2020-05-17,3,-1.5,-4.7,0.00,51.8,12.2,197
2020-05-18,71,-0.5,-3.4,1.10,50.8,9.4,176
2020-05-19,3,-1.1,-4.7,0.00,49.0,8.5,200
2020-05-20,1,0.3,-2.9,0.00,45.0,10.0,199
2020-05-21,71,1.2,-1.5,0.90,34.9,6.0,214
2020-05-22,2,3.6,1.2,0.00,25.9,7.9,143
2020-05-23,3,6.9,5.2,0.00,31.7,7.4,116
2020-05-24,1,8.3,6.4,0.00,28.1,7.9,194
2020-05-25,2,9.1,7.5,0.00,30.6,6.9,186
2020-05-26,2,9.3,7.5,0.00,35.3,8.9,50
2020-05-27,2,8.4,6.3,0.00,34.9,10.5,38
2020-05-28,51,6.4,4.1,0.10,37.4,11.2,82
2020-05-29,55,5.9,3.9,1.70,35.6,8.9,320
2020-05-30,1,5.7,3.2,0.00,36.0,10.6,355
2020-05-31,51,6.7,4.1,0.50,37.4,10.4,349
2020-06-01,53,7.0,4.6,2.50,30.6,8.5,224
2020-06-02,53,9.3,6.4,0.90,49.3,15.5,37
2020-06-03,51,8.8,6.2,0.10,38.5,11.0,17
2020-06-04,55,9.6,6.6,4.10,58.7,14.0,243
2020-06-05,55,7.2,4.6,6.40,69.8,12.1,240
2020-06-06,51,5.8,3.3,0.90,51.5,10.1,338
2020-06-07,53,6.4,4.1,2.10,43.6,10.4,15
2020-06-08,73,3.6,1.3,14.50,41.4,9.7,6
2020-06-09,75,2.4,-0.2,14.50,35.3,8.1,265
2020-06-10,75,1.8,-1.3,3.20,41.0,10.0,284
2020-06-11,71,2.1,-0.6,1.70,30.2,8.9,39
2020-06-12,71,3.9,1.0,0.60,34.6,10.5,44
2020-06-13,51,6.0,3.4,1.20,33.1,8.9,68
2020-06-14,73,5.7,3.1,4.90,32.4,7.5,217
2020-06-15,73,7.1,4.2,4.70,58.0,12.6,205
2020-06-16,51,7.0,3.8,0.40,71.6,13.7,209
2020-06-17,73,3.9,1.4,2.60,50.8,12.3,339
2020-06-18,73,3.5,0.8,3.70,45.7,10.0,350
2020-06-19,51,5.3,2.7,1.40,37.4,9.4,330
2020-06-20,71,5.4,2.5,1.00,42.1,10.3,227
2020-06-21,3,9.5,7.0,0.00,49.3,11.9,205
2020-06-22,55,10.5,7.8,5.90,79.2,13.2,213
2020-06-23,55,7.6,4.9,2.30,74.2,14.4,199
2020-06-24,73,6.2,3.1,4.50,53.6,15.3,270
2020-06-25,3,8.8,6.2,0.00,59.8,13.0,178
2020-06-26,73,6.5,3.3,17.60,87.5,16.2,193
2020-06-27,71,0.7,-2.7,0.70,81.0,15.5,172
2020-06-28,75,0.4,-3.2,3.40,47.2,9.7,228
2020-06-29,3,6.4,3.9,0.00,35.6,10.7,86
2020-06-30,53,7.3,4.6,2.10,38.5,8.1,208
2020-07-01,73,6.9,4.3,10.40,70.6,13.7,211
2020-07-02,1,5.5,1.3,0.00,97.6,20.9,189
2020-07-03,53,6.3,3.8,1.30,44.6,10.5,354
2020-07-04,51,5.8,3.1,0.20,44.6,13.7,351
2020-07-05,75,4.3,1.7,10.60,46.1,9.4,270
